,index,Full_name,class
3199,3081,راصف ؤبدضشخسضقهمشقب,F
3200,460,باسط حسنين كنعان,T
3201,3044,رزز رقغن ظحرنن,F
3202,5021,مجيعآطابة بارحت,F
3203,472,وديعه شهم حجاب,T
3204,3932,سامث شطيحكرانحت,F
3205,927,مناع اسلم مغيث,T
3206,2695,عتاب شادي ستار,T
3207,5557,سديآ نبيه دنآمئ,F
3208,899,عبداللطيف صادر فائز,T
3209,2685,حوريه قتيبه ثنيان,T
3210,4937,بشإهع نسيدطيطؤب,F
3211,5903,صديق حكيمءاسلم,F
3212,4108,اشوف مثعم ضادف,F
3213,4151,هبفره عازمسكنان,F
3214,1474,سيلين عراد ناهي,T
3215,3029,مكموناقخرحزساياة,F
3216,211,ساهده قابوس كاسر,T
3217,2624,ساعد كهلان عبدالبصير,T
3218,4781,رضو ةفخحطعهيمق,F
3219,2178,مرتضي غوث صهيب,T
3220,4751,وسهه تذجل عرةئ,F
3221,119,ماهر مروان فتحي,T
3222,1365,غلا محمد عوض,T
3223,2765,طيب ايسر غسان,T
3224,3306,حياظءكمآت قخلآ,F
3225,4468,يبقوع عاهر قثمز,F
3226,539,رافد صمصام حسني,T
3227,4471,دينامفضيح مكتوم,F
3228,2742,مرح هزاع نجاد,T
3229,847,سهيله كامل عمرو,T
3230,5986,بخاأنكلطذيءادوك,F
3231,5872,فلين نافع سضاآ,F
3232,2073,طموح ساجد اغلب,T
3233,3643,مجاهدبنافيجمئيع,F
3234,3813,اسيغ طجدر ثااب,F
3235,2784,ايهم عنتره مشاري,T
3236,2377,اقبال خاتم قتيبه,T
3237,4944,اسد غصيطقظرا,F
3238,3344,باسيبهفآرا ؤهوكدض,F
3239,4333,شاهد اشقر ننان,F
3240,3809,عبدرنرحظنسعايخ منيضن,F
3241,5530,ياير مقتديفمضاهد,F
3242,654,نسيم رافد رافع,T
3243,4269,عيجأهاسةبضزت,F
3244,3119,ماهردحروان طتحي,F
3245,2137,وليف فرناس هاجد,T
3246,89,لولوه احنف قعقاع,T
3247,5863,نفكل قثم فاروق,F
3248,760,داني شهم محيا,T
3249,290,ساعف ضاهر معد,T
3250,195,كيان سعيد رشيد,T
3251,4394,عرضس تمال مجئد,F
3252,2809,سطام سهل عبدالمجيد,T
3253,536,وسيم منهل نذير,T
3254,3448,حهمد لبدالحزاو مئأد,F
3255,2110,ميا نظمي سمعان,T
3256,4414,فخريه ظبكسذحاظظ,F
3257,2595,سندس تليد تائب,T
3258,1333,شاهد اشقر كنان,T
3259,627,نضير نظمي مفتاح,T
3260,3665,ركأعدةجركيفزثء,F
3261,2261,عبدالقيوم ايهم حزام,T
3262,2705,دانيه سليم ابراهيم,T
3263,3337,وفةقه اشرم رفاعه,F
3264,697,زهيه اكمل مالك,T
3265,4324,فلوفكايسر مصحبؤ,F
3266,3734,رامت عكل إفلبي,F
3267,1450,عقل نمر تغلب,T
3268,1341,باهر عاطف ركين,T
3269,5679,نصير نمر شاتزه,F
3270,5171,ححزس شاد صهجم,F
3271,5466,نصأئه أيس فرثاتط,F
3272,4956,اآرظال شوقي مضعغ,F
3273,3004,عصمت منؤظر ممدوح,F
3274,2866,اوصاف سرمد لمعي,T
3275,5008,حنضفء باهرهمحءرر,F
3276,3330,كاحبفسعهدييذسس,F
3277,3471,فزون غيخاظجوبءدق,F
3278,358,نهله عباده ركان,T
3279,4886,امنه ؤعفرلمقرن,F
3280,76,مصباح راغب عبدالكريم,T
3281,2394,مياده ستار منعم,T
3282,3970,دعجاء قندر ظمر,F
3283,3468,ماهه ماإتيساحش,F
3284,3540,سغن علي ضايةي,F
3285,523,ابراهيم ربحي حسام,T
3286,2750,سليم بليغ عبدالودود,T
3287,984,ساهد مشرف فريد,T
3288,2077,رافقه انس شجاع,T
3289,2729,روز عواد تائب,T
3290,2189,نبيل معروف زايد,T
3291,4506,اباننجمعان ؤفدأ,F
3292,7,سهيله رائض هزاع,T
3293,2305,حامد مشتاق صفوت,T
3294,3132,ررغبهدرجزك جقاقه,F
3295,1377,معاويه رضوان برهان,T
3296,5783,كاظم يغيب اهيه,F
3297,5380,منتسشعخجبتب وفاقل,F
3298,5525,زياد عون رزمن,F
3299,3354,نسريؤسخقدققاتزص,F
3300,3609,غرزنه سهقبعألئؤظ,F
3301,2588,حزام ناجي مزن,T
3302,4503,حسرجبظآعظ فتآضا,F
3303,5832,عبناليؤوء ساتنحوئؤ,F
3304,4069,مرإدسإقجةبيإفينيؤ,F
3305,2683,شهاب عزب امجد,T
3306,4205,اثرقرعحجذج معتصم,F
3307,385,راسخ جامع شمسالدين,T
3308,1578,زكريا جعفر موفق,T
3309,4124,ايلث مزءدجلكاحه,F
3310,5467,هاننه دزاثجامفخش,F
3311,5884,وقشه ثكجج نوةس,F
3312,2589,مضر البراء طريف,T
3313,1418,فجر رديف عبدالواحد,T
3314,2051,عبدالملك كريم ذاكر,T
3315,2609,ريتاج رسمي مروان,T
3316,1399,رضوه شداد مناف,T
3317,4401,اآرت سكجضنحسون,F
3318,1546,ناصح نهيان امام,T
3319,5275,نوريانشثإضي سرإح,F
3320,1466,رشا فرج سيد,T
3321,733,ناهيه عز لطيف,T
3322,5852,يجن ماطد ظفارط,F
3323,5774,شذزشمإأكمتمححا,F
3324,2149,نوح معمر هريره,T
3325,1809,قتيبه غيث رزين,T
3326,109,رباح ضيغم منير,T
3327,3465,شاثره ضآءغفيهيصو,F
3328,3109,رباح غأأجرزشيب,F
3329,2688,عبدالباقي عبده اياد,T
3330,1783,رائف مدلج مهيب,T
3331,585,قثم حفص ساجي,T
3332,1299,غريب اخطب مجتبي,T
3333,4102,مجيدهجنبدد بأيم,F
3334,5479,مجيد جاليصإسلوع,F
3335,2584,اسرار ربيع غلام,T
3336,1243,خديجه عطاء رباح,T
3337,3089,لوآوصوآحظءجقعقكعن,F
3338,799,وفيقه ربيح فيض,T
3339,5938,رإإاثثخظخ خمحح,F
3340,510,صارم عصام مرحب,T
3341,1451,انسجام محمد مرزوق,T
3342,3018,توليب ناظمدفارس,F
3343,3261,وسلء فضيلياءجر,F
3344,5697,وهب حغبلئايهم,F
3345,2075,حنان اشهب طموح,T
3346,869,ميثاء سلمان رافت,T
3347,2085,براء ساري نجدت,T
3348,1246,كريم عبدالجليل معطي,T
3349,5880,ينهوب طاتو مغغدح,F
3350,2678,اصيل رغيد راغب,T
3351,508,سحر مسلمه عروه,T
3352,651,مدلج اسعد هشام,T
3353,2829,حصيف لؤي داود,T
3354,3348,ميشغأمعومطغانم,F
3355,1966,عرفات عبدالسلام رفعت,T
3356,2922,ندي لباب مهدي,T
3357,2428,ثنيان ثروت حنبل,T
3358,4086,ساتن هءكف مزن,F
3359,5983,برهان معيناإديم بويلد,F
3360,4047,محيا ثنيع عبدالباسط,F
3361,5687,جبرآن فرضجرعبديق,F
3362,542,راما نعمت صمصام,T
3363,648,عصمت اسعد مقرن,T
3364,2580,شكور لؤي ساعف,T
3365,5850,جابر زين مثعرخ,F
3366,3597,هريرهآشجفلطوطيفر,F
3367,5174,مطياحبطموح مدتلدغ,F
3368,2562,الفت عبدالحميد سويد,T
3369,557,لبيد مسلمه عجرم,T
3370,1842,ايسر فارس صمد,T
3371,3249,تيم ظادرآربةاأي,F
3372,4520,ظشيه إنيمختيسطر,F
3373,2235,افراح عطا عدي,T
3374,804,ظفار نصره عقل,T
3375,3775,باعقء ورت حشدشئنار,F
3376,997,علياء ناصر شوقي,T
3377,5276,معت بكرإشؤعاه,F
3378,4283,سمر جقيذفرج,F
3379,3568,شيمجءفاثونأرشيإ,F
3380,1521,مرشد داود ميثم,T
3381,1002,رشاد معتضد عكاشه,T
3382,249,تيم قادر ذبيان,T
3383,268,ملهم عائذ اسحاق,T
3384,530,خاتمه معد قعقاع,T
3385,3823,طروده فتذيتزافآآ,F
3386,4549,صزلحكمضطيحنيبا,F
3387,4546,ناصحإأهءهن اشكس,F
3388,2434,عايده نبال صبيح,T
3389,1421,انور طريف نديم,T
3390,3166,شددعفهغم ؤادح,F
3391,2851,تيسير رافي مهند,T
3392,2102,قسيم رامز غيث,T
3393,4413,رسميه عباس صمصاذ,F
3394,3671,خغيس مفضك صاعد,F
3395,4099,شارياقغخهنس نتاز,F
3396,5778,عزتننصيؤخزغلول,F
3397,540,سدن علي نايف,T
3398,2754,مدلج ناشد فيضي,T
3399,2320,ناصرالدين شعبان كميت,T
3400,1740,نجيبه عبدالصمد طموح,T
3401,3436,فااضصءغمخنصحطغاغ,F
3402,3467,ضرارححتبم غزوان,F
3403,331,غزيل ربيع منان,T
3404,3278,مدصيضكأإث حبثن,F
3405,1932,بشاره نجدت رافي,T
3406,5251,ضرسشضةؤهمججديؤآع,F
3407,1876,ناهض جهاد ظاهر,T
3408,1749,باسقه عمر معتصم,T
3409,3972,ساةئ عآدامرإوضءفطينء,F
3410,1194,سمه خليوي لباب,T
3411,1678,هيام ناجي حنبل,T
3412,2217,سويد ايمن رديف,T
3413,2091,موفق مصلح مراد,T
3414,617,عنود ظاهر معتضد,T
3415,5335,سعإ منتير رافت,F
3416,2673,رجب ذعار رافع,T
3417,1049,اسماء ساجع شوقي,T
3418,1093,باسقه ذياب مزهر,T
3419,1162,رسمي عائذ مظفر,T
3420,437,مطير هبيره رئيف,T
3421,4519,حبدلس شتفة ؤحاضأ,F
3422,4444,نصسإ رءير مجدي,F
3423,4238,مذآة عتابهمزمششل,F
3424,3619,رثاف صفواش اطاكد,F
3425,659,وسيم خلف بطاح,T
3426,5249,حسن هائل عبدولحفيظ,F
3427,1048,هجرس فطين جدعان,T
3428,5639,حناؤرعةلش فياإض,F
3429,634,يعقوب عبدالظاهر ايمن,T
3430,3831,ريم كنعات وفاعيء,F
3431,3015,مأغعدؤ إكاءنلدين ؤآاد,F
3432,5727,عفاط شمباليينهثقد,F
3433,5640,ددجاآ عظدظبحيإديف,F
3434,4436,عبدالعليم سارش ملحم,F
3435,2233,عارف ناشئ عقيل,T
3436,2216,نورا ربحي ابان,T
3437,1444,ناصح زبير مجدي,T
3438,3061,قادؤدمجتكه آشره,F
3439,3992,وفشقس ئسشإ نجنر,F
3440,878,اجتهاد حسنين عبدالوهاب,T
3441,1579,وسيم صهيب ارقم,T
3442,4204,كنزع آرالعيسيمة,F
3443,1536,شيبان توفيق حسين,T
3444,1820,عماد رامي همام,T
3445,3883,رةءدعئرآخ توفيق,F
3446,2551,غزوان سيار فياض,T
3447,4144,سدنسمقبلرثواب,F
3448,534,نشات مجيب متعب,T
3449,4785,انامه أهيطفتبوي,F
3450,4150,ستادمحذد راكانب,F
3451,5300,سويصظعبأي جواوت,F
3452,833,اثير لباب شاهر,T
3453,188,نضال زين مشاري,T
3454,5148,عبدد خذلصبضكمهي,F
3455,4802,معرضف عتاؤه خميس,F
3456,2799,غزيل مهدي دغيم,T
3457,2600,مراد راسم رابح,T
3458,429,صبا ملحم بديع,T
3459,2506,سعدون مرتجي جلال,T
3460,1221,مجاهده اشيم جندل,T
3461,650,يارا بهجت عبدالكريم,T
3462,182,مديد عائد منقذ,T
3463,2199,اكبر منذر مظهر,T
3464,380,مسك حجر رزين,T
3465,5363,عدترمدذتيرصءاا,F
3466,4724,خنعلأمشذم كهم,F
3467,4314,مهدف فاخر طاهرط,F
3468,1789,جراح قاهر رشيق,T
3469,2473,مطلب خليل ذاكر,T
3470,4524,مهيبس وضبتقاهرء,F
3471,4783,ربأئ ظورجسكهخب,F
3472,5173,معاضدضسفيفخؤخعجة,F
3473,743,زهره ارقم اشجع,T
3474,2569,وليف وهبه حمدان,T
3475,793,عدوان ساري سداد,T
3476,598,اجيد خالد عيضه,T
3477,2262,اوس فراج اسامه,T
3478,3447,مخلدخحشرذعبوالسفود,F
3479,3517,ادذإئاغيدؤمازنك,F
3480,4663,نهاه كلفظظنيد,F
3481,2203,مخلف اسلم فاضل,T
3482,4302,رحضب صاصزاذكآن مآنش,F
3483,503,غاده باشق الحبيب,T
3484,722,عكله صفوت خالص,T
3485,1598,صميم مظهر رضوان,T
3486,2937,اسماء عبدالبصير معن,T
3487,4961,مؤيد سهميخصئصامء,F
3488,5477,زشكي بيحتئضؤجو,F
3489,81,رائف عبدالخالق مجيب,T
3490,1057,مياده قطب تيم,T
3491,5349,هدصكنعءابكقيءد,F
3492,4695,مقعط تقي منقذ,F
3493,3417,مهندطمنانإتةجيقح,F
3494,1471,دينا فضيل مكتوم,T
3495,5608,مإقسيش أآاشحعبثؤأخرلحو,F
3496,3964,فسزيهءخنيهثءثوإ,F
3497,2281,غصون قتاده شعبان,T
3498,4270,مزهئخمضز إنسأف,F
3499,4096,مآإ ناشيشئكرفر,F
3500,3509,عزيزذيزيد غيث,F
3501,3958,مؤءوض طهئلآجاملؤ,F
3502,563,مرزوق درغام ياسر,T
3503,5410,فراخ حجاب عوني,F
3504,4590,هطقرج ربيعخخههآآج,F
3505,5990,فهدإاحأل بيةبإ,F
3506,2318,امير نسيم عكله,T
3507,4626,رحضطمراكيث اامأر,F
3508,2557,سديم نبيه دحام,T
3509,2623,هانئ نايف عزب,T
3510,35,ملحم اسعد حميد,T
3511,1654,عبدالبصير بارع عراب,T
3512,3780,بظاتهتآاجسفمكؤومر,F
3513,1806,هديل هائل شكور,T
3514,2134,لبيب ظافر اسد,T
3515,307,نجد مطير عبدالجميل,T
3516,4754,ظكفوهأشداد فدحجء,F
3517,680,يمن جساس مظفر,T
3518,3595,ثادب جدعاع نصوحآ,F
3519,344,باسق هبيره داوود,T
3520,2737,راما هاني نامي,T
3521,2349,هديل عراب عائد,T
3522,5985,اطكقضوهفبمآسنيأ,F
3523,289,نبيل داني عنتره,T
3524,1790,ولاء احسان غلام,T
3525,1058,صائن اسحاق صادر,T
3526,5350,زاكح اميه امحبخب,F
3527,2048,اريج انعم هود,T
3528,5787,ضاره غضنفل ساعف,F
3529,4745,ضرونثكاة حرصج,F
3530,880,محبوب عائد مطاوع,T
3531,4288,وفاء باسض رئجف,F
3532,2990,فهد انور ايوب,T
3533,4871,قتاده موفق مطامعظ,F
3534,4656,لءف كزاب مسان,F
3535,4718,ميئد حنلزدمعثرء,F
3536,4796,تقي اشقع هشام,F
3537,4149,عبدذلحامط اشعةواظيه,F
3538,1149,عبدالباسط اسعد اميه,T
3539,3190,ليقق ؤياب صمث,F
3540,784,ساجي عزيز فتيح,T
3541,2098,ابلج مطير نجمالدين,T
3542,130,اخطب وفيق جوده,T
3543,461,عبده مقرن مبرور,T
3544,5979,شاةغ باتل مؤهرص,F
3545,2147,حاشد محسن عروه,T
3546,2601,مريم كريم حارث,T
3547,4551,اباء راجي عز,F
3548,2021,منيع ثابت بارح,T
3549,3033,سلآمةعوبم مخلآ,F
3550,1891,محسن صباح ايمن,T
3551,2440,كريم زاخر سلمه,T
3552,588,مرتجي معد رسيم,T
3553,1965,نعمت رهيف عبدالمنعم,T
3554,5107,شضاب سيار صائلغ,F
3555,789,لمي رافي حمزه,T
3556,1354,اعتدال سحيم رجاء,T
3557,1697,صمصام مازن نعمت,T
3558,1368,معاويه ابان قثم,T
3559,4429,منمجدحبههب غزغين,F
3560,4493,غئاو صابرببجكخ,F
3561,4606,عبااغغتذدؤدءجآ تودم,F
3562,4159,رءتب هائل شماخن,F
3563,5286,حفص رذيفئشهاب,F
3564,3374,ليلي طرام ةفخلحء,F
3565,920,انهار محمود صفوان,T
3566,5415,كرم مشرسضصعدحلجئاح,F
3567,4107,سديم فآقأإمدرفق,F
3568,2211,معين جرير موفق,T
3569,1414,فخريه عباس حافظ,T
3570,4483,فرحان مظطرتحصيفص,F
3571,5316,ظبيه عطارههدةيء,F
3572,914,بادره درغام مسفر,T
3573,2112,سيرين خاتم مسفر,T
3574,2359,معمر سحيم ادغم,T
3575,2731,نواف عز اغيد,T
3576,5535,عبيدجلآراوهوزذه,F
3577,919,نهيان مثاب عبدالجميل,T
3578,2730,ربي مبرور مشاري,T
3579,3219,خلمث شلنعةعآزث,F
3580,2941,مهند عبدالحليم رزين,T
3581,5634,ناوي اغلب رؤيف,F
3582,2701,نعمت فخري شكري,T
3583,5073,طؤراشذاثدهلذإبق,F
3584,3718,رنغجه وشوس فذكئ,F
3585,3584,ميساء عجرم رداحؤ,F
3586,5337,عمران ميلاع ركين,F
3587,2733,بشير عزت عاكف,T
3588,3405,رحهأؤس ذويبتطاهحم,F
3589,3083,مزنعنكست جزك,F
3590,2067,نصر عبدالقيوم معصوم,T
3591,1632,فرح قاهر شاهر,T
3592,1144,سدن مقبل ثواب,T
3593,3636,دشلوكإقثنم صئاب,F
3594,5587,عنشي أغاب هيذم,F
3595,2761,انيسه كرم نزيه,T
3596,2009,عباده حارث عطا,T
3597,5811,جئي تئدبوعؤاب,F
3598,5318,اعير رسزم لمفهش,F
3599,2526,رضا عراد سليم,T
3600,232,حسن معاد نوفل,T
3601,3806,اهظاهأمبنفورب,F
3602,3526,هنوفذمشيب عبدالملكف,F
3603,3922,رتزيتبإطاماآمأه,F
3604,1096,ميا ناهي خليفه,T
3605,2913,سامر سليم المثني,T
3606,1502,انشراح عبدالشكور عمران,T
3607,5140,عنبر اميبثفسلامآ,F
3608,3794,فررخفافخخرجبج,F
3609,1129,لذه اسعد درغام,T
3610,4564,لرقكعإإأال مسيث,F
3611,3658,منءو نعيظنعنلذااؤ,F
3612,3251,راسخشرمزي نقير,F
3613,5993,نفاد غسان مرداس,F
3614,5322,مظقزم ضدغم شآإنر,F
3615,5948,العابدين سندر حمداب,F
3616,5232,اليلصراضتةقشجمهس,F
3617,14,اثير فواز تركي,T
3618,1601,امتثال حسام فاتح,T
3619,5220,فلوح اغلد ذعذخ,F
3620,3287,ايدار عبيدآ قتيبه,F
3621,3411,زهخءآوفخوت حمثه,F
3622,3237,فهده نادرمفهدد,F
3623,4187,فخرح جبهدفرنشفط,F
3624,1111,بسمه شمر هائل,T
3625,2263,ملحم مطاع شعيب,T
3626,3583,عادءلإهحنطؤلعضكاكغ,F
3627,5449,نشوي رؤوف منيعو,F
3628,1705,ساميه عبدالواحد عبدالجبار,T
3629,1839,يحيي شهيد طموح,T
3630,3164,فهردق افئؤ سءل,F
3631,3851,سعن كلائ خاعد,F
3632,4619,راقده ربيحسذهداظءآاب,F
3633,545,خزنه ربيع بشر,T
3634,3486,جناضبزادجاهضمج,F
3635,1264,احنف مطاع اخضر,T
3636,4603,ابةهشج فإزس نارا,F
3637,4139,مشعل زيدون ناين,F
3638,2223,عائذ ناشر ادم,T
3639,1293,نرجس طامح تليد,T
3640,2280,منال مامون ناهض,T
3641,2056,طريفه رافت مسيب,T
3642,5596,لجينه عحبض فريج,F
3643,353,جود مظفر قسام,T
3644,4032,موؤزذرمويهظصنم,F
3645,2738,ميلاد مثاب ذباح,T
3646,5896,ريماس مصزن اكينا,F
3647,1098,اسعد خضر مخلد,T
3648,5480,حزم فخرسئظفهرص,F
3649,3458,رؤنإ سعفر اغهم,F
3650,97,رحاب المثني رضا,T
3651,4293,نكقواطزهحطتنيد,F
3652,1018,قمر سمعان مالك,T
3653,4820,عماد رامي هماص,F
3654,1518,سهام حسنين غضنفر,T
3655,3754,سلشانذضمئلجةفيق,F
3656,4300,ناشرأعبهالرؤونهمقؤهصذ,F
3657,4178,قويم حجشمضثبقتو,F
3658,5459,قضدل غئوط عاديء,F
3659,5053,فآإفذسعانا لهنكص,F
3660,5370,ماهرهحلقظبقآعةصيمف,F
3661,3490,نورهان رسول اياس,F
3662,4267,افؤيام ابوب خئيكيظ,F
3663,4475,امحبيب صقر برم,F
3664,5848,رسيمه نبيه مجديز,F
3665,4992,جعفعبمحدحاعبدبلمحممي,F
3666,1699,همام نشمي ثروت,T
3667,5416,فاضشحمثمآ رغعش,F
3668,349,زيدان صقر معاد,T
3669,2838,خلدون ادم اديب,T
3670,3402,ثاثقكفشتبر بائرط,F
3671,3878,اجتهسد ئءنين عبدايظهاا,F
3672,4908,اؤراتيؤغبااسءتعطمن,F
3673,1554,مصطفي عواد يحيي,T
3674,446,حنشل عجرم عكاشه,T
3675,5091,مأفق مصلح مراد,F
3676,4179,شطيلءعنحرمنطوك,F
3677,404,جساس عنتر عيضه,T
3678,4409,منذر اسمر عااقك,F
3679,2703,لماح حزم شجاع,T
3680,226,اسحاق زاخر محمود,T
3681,824,مشعل فارع مسلم,T
3682,3730,رمءانومزشل نئترو,F
3683,4677,فني مأببق غطج,F
3684,1456,ربيع قائد احمد,T
3685,879,سليم غضنفر راسخ,T
3686,4968,مجظيممؤؤر قكينئ,F
3687,3047,فوقي عدنانءذماغ,F
3688,859,اسماء صباح عائض,T
3689,3539,رافد ذمصام حسني,F
3690,2986,برهان لطفي صديق,T
3691,841,ياسر وارف رائض,T
3692,128,ليالي مالك مهيب,T
3693,3136,شبناثشبم امكيؤ,F
3694,2424,ساعد شادي احنف,T
3695,2367,رزان داني ابراهيم,T
3696,4408,بلأيس أموح فاروقة,F
3697,5809,سطامدسهل عبرإلمجيد,F
3698,1325,فصيحه قصي مناحي,T
3699,5183,ميذراقحلسركز,F
3700,47,فوزي عدنان رماح,T
3701,5578,عبثاعكقإجقدأئظئققلنذ,F
3702,187,شهد حسنين عوف,T
3703,2409,نصار ملهم صميم,T
3704,773,ثوبه ثائر رافق,T
3705,3399,اغيء سكر نصيل,F
3706,5793,كوثل رافي اشجعل,F
3707,4874,مدجآر أظيش بالجم,F
3708,2412,عائض سفيان عبدالرحمن,T
3709,458,رؤوف جعفر اشهم,T
3710,5069,منضفهطذعؤاةسثأبو,F
3711,5969,رخفل قطاةمرغر,F
3712,3159,احاككد طبإآلخدؤ سمعؤتم,F
3713,1196,ربي زاكي نصير,T
3714,4605,ظبار محمد ثوزه,F
3715,5042,تفزم رمبءن ثإإاقع,F
3716,1522,ربيح حمدون عقال,T
3717,2698,اسمر اريب مدرك,T
3718,2451,امجد كميت سمير,T
3719,1822,نعمه معتصم عبدالغني,T
3720,1584,اكبر محبوب عنبر,T
3721,4518,سهطم صسنيء غهنفؤ,F
3722,1722,نعيم اوس صميم,T
3723,1795,معتوق عبدالكريم باسق,T
3724,3046,شاليه ئبدنلقليعوفحغثي,F
3725,3099,كابلوعئنزعذنماظع,F
3726,2967,صقر بشير عماره,T
3727,1433,انتصار عائض عيضه,T
3728,2652,نزار زاهد دريد,T
3729,873,لينا خباب نبيل,T
3730,137,باريه هبيره سلامه,T
3731,230,ضيغم هاشم ثابت,T
3732,2991,عقيل ناشئ خضر,T
3733,4458,مجيس فزيحطمعأتد,F
3734,1163,حصه غضنفر عامر,T
3735,1846,احسان سمعون مسفر,T
3736,2745,عاطفه سمعون معينالدين,T
3737,4702,نإرهي محاآظسكتجث,F
3738,1215,وديعه باسل مبارك,T
3739,274,عبدالشكور اوس نسيم,T
3740,3532,نشمي ايسر خضدون,F
3741,3126,باهر خون وانية,F
3742,2398,عائذ جامع قتاده,T
3743,5263,ملهس رلام زسيدد,F
3744,2515,ليث نجاد غيث,T
3745,3129,ايات إفيقظجكثل,F
3746,4523,عقالممصئوثيرإدض,F
3747,3520,نتلقه آئيب نزيؤغ,F
3748,262,حاتم سامح حواس,T
3749,309,جلال مراد عبدالمنان,T
3750,5478,حمدون خويلدمعبوده,F
3751,3115,سهليصفرض قعياظخ,F
3752,480,توليب وهب بهلول,T
3753,2008,حنيفه باهر مسفر,T
3754,3248,سباه لابلعصبيإ,F
3755,4223,عتابه بسام ةراب,F
3756,2994,اصلاح بسيم رجاء,T
3757,3266,تاضيامنجار طموح,F
3758,4405,ذبيانن شجطغ ؤركي,F
3759,1787,ردينه طامح شكور,T
3760,5496,لؤاهقيقماحبثثوانف,F
3761,531,عائده نائل زبير,T
3762,4264,احنفووططأظائفم,F
3763,1631,لمي حماد فارس,T
3764,3184,معثوشضعقجفذرب اسزانئ,F
3765,805,مسيب نصار خويلد,T
3766,5119,رجمك غكرغ ضآءحنخ,F
3767,1939,عدلي مبخوت مجيد,T
3768,5906,كعب توف مالك,F
3769,4620,عياظ مرحظ هتزم,F
3770,979,حجاج ممدوح عبدالواحد,T
3771,5448,صفارصؤرم تميم,F
3772,4894,عطثوآرجديضظغظم,F
3773,1440,نهله زيد اشقر,T
3774,269,نايف قطامي قائد,T
3775,3439,سضريا وطاإتعنفاظنطيفء,F
3776,5025,ساهدهلفقلنإؤبضالحض,F
3777,5238,خثاكيحثاأروعبدشثءظصظ,F
3778,955,ميمونه عروه برهان,T
3779,455,سفيانه راكان كنان,T
3780,1133,بائقه عدي مقبل,T
3781,1770,دغيم عبدالنور حسنين,T
3782,1731,اروي حازم امين,T
3783,1836,سلمان عشير ناصح,T
3784,3260,عازعمموهوف إايءء,F
3785,5646,شبدب فواز شنيع,F
3786,1067,ساهد نواف ارقم,T
3787,4117,فوزحع ذلامدرثفهم,F
3788,4258,معيب ادهشثذآاب,F
3789,12,سلمه مضر راغد,T
3790,4755,زاآيعؤهدص عدوؤن,F
3791,4180,فضيل نإشظ منهل,F
3792,5683,شهاب عزل امفس,F
3793,2100,ارقم غانم معمر,T
3794,2438,قيس احنف عبدالواحد,T
3795,1188,جوان شبيب عقل,T
3796,2132,شاهر حمدون فارض,T
3797,4166,منيدآءبيب انآم,F
3798,1585,رصينه خليوي لؤي,T
3799,5388,رححيلءإعرخواخصازذ,F
3800,373,ابراهيم نصره اويس,T
3801,3514,انقسه تاهر نوفل,F
3802,5279,قكم عقلهةارقم,F
3803,637,مدركه فرحات ملهم,T
3804,1754,ظافره شداد فرحات,T
3805,4966,عإسست عبآاتسطآص إفضت,F
3806,3669,منلاح جواد قإسر,F
3807,2017,رباح عزب صبيح,T
3808,4931,مآاحظبميإوث ذعلوبس,F
3809,2914,نجوانه عزت طامح,T
3810,191,جني نظير حزم,T
3811,4676,غبث رعفتومةبآ,F
3812,1595,رامز معروف عبدالجبار,T
3813,157,جعفر اسامه ثابت,T
3814,1516,فخري حزام مرزوق,T
3815,5072,نظر سدادؤمسءر,F
3816,1152,نعمت عويس حمدون,T
3817,5408,ادعج زكريا معارك,F
3818,3771,عزب ئلصويرعتاب,F
3819,63,رهيفه باتل ثنيان,T
3820,3579,ساؤدخمنتؤظثأئكبط,F
3821,4063,كءحب اسعد بؤرسد,F
3822,16,غالب معمر نذير,T
3823,381,روابي ناجي بادي,T
3824,4923,عذهذقيئاهئرؤشهظم,F
3825,1455,العابدين مبارك نبيل,T
3826,4840,اويسااشهب منعمم,F
3827,3245,رفإد منيل خكإح,F
3828,1099,شمر ابراهيم عتاب,T
3829,427,جيهان نمر نشات,T
3830,5779,اآصسإطههي دصلبف,F
3831,2176,رفيف ضرار بشار,T
3832,4776,نثذأئوكل كلصبا,F
3833,5668,مخحرجقاري عقيلر,F
3834,3530,خالذإودعة قعقاع,F
3835,4984,مزن نراغ تضمبوص,F
3836,3921,ارئغئهيلاحاةغين تمفصهآ,F
3837,2850,جابر زين مزهر,T
3838,2393,فرح نادر نظير,T
3839,5463,نيتيإخعأجاخكهيضنإاليس,F
3840,2608,مارسيل تمام عبدالخالق,T
3841,4320,روةح ئبالغدغوفر,F
3842,5324,كشنحؤمدئريعبآدأ,F
3843,252,راغبه ضاري ناهل,T
3844,4897,احلامثحجإي ادام,F
3845,582,رخاء هلال فتيح,T
3846,4568,ذعسرإملئم خماح,F
3847,4593,دانيء فويظئراجح,F
3848,3157,جذفرحاخاجدطثحبيك,F
3849,5923,نذار ذقمض عزتؤ,F
3850,1738,مناع تامر فريد,T
3851,2105,حصه حكيم شماخ,T
3852,350,قطب بليغ بشاره,T
3853,362,برد نعمان مصلح,T
3854,973,خويلد زاكي شجاع,T
3855,921,اريام صلاحالدين قدامه,T
3856,1956,امتثال شوقي خليل,T
3857,2564,الريم عبدربه مدثر,T
3858,2548,مجاور ناصرالدين ممدوح,T
3859,913,مشاري تيسير زيدان,T
3860,1882,ثابت غوث عماد,T
